flow_id,dur,tot_pkts,tot_bytes,src_bytes,proto,state,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,pkt_size_iqr,pkt_size_cv,iat_mean,iat_std,iat_min,iat_max,iat_cv,pkt_rate,bytes_rate,avg_pkt_size,syn_count,fin_count,rst_count,flags_variety,payload_entropy_est
1-Neris-20110810.binetflow_1067089,0.10644099861383438,2.0,603.0,68.0,udp,CON,301.5,8.192934782608695,40.0,301.5,170.75,261.5,0.02717391304347826,0.10644099861383438,0.026610249653458595,0.02128819972276688,0.19159379750490188,0.25,18.78975231391765,5665.110322646172,301.5,0.0,0.0,0.0,0.0,6.938640132669984
1-Neris-20110810.binetflow_1046366,0.009971000254154205,2.0,208.0,79.0,udp,CON,104.0,2.8260869565217392,40.0,104.0,72.0,64.0,0.027173913043478264,0.009971000254154205,0.0024927500635385513,0.001994200050830841,0.01794780045747757,0.25,200.58168177929215,20860.494905046384,104.0,0.0,0.0,0.0,0.0,4.923076923076923
1-Neris-20110810.binetflow_1066377,0.05447300150990486,2.0,410.0,77.0,udp,CON,205.0,5.570652173913044,40.0,205.0,122.5,165.0,0.027173913043478264,0.05447300150990486,0.013618250377476215,0.010894600301980972,0.09805140271782875,0.25,36.71543598779551,7526.664377498079,205.0,0.0,0.0,0.0,0.0,6.439024390243903
1-Neris-20110810.binetflow_1041253,0.06936000287532806,2.0,210.0,73.0,udp,CON,105.0,2.8532608695652173,40.0,105.0,72.5,65.0,0.02717391304347826,0.06936000287532806,0.017340000718832016,0.013872000575065614,0.12484800517559051,0.25,28.835062241778203,3027.6815353867114,105.0,0.0,0.0,0.0,0.0,4.9523809523809526
1-Neris-20110810.binetflow_1087300,20.977821350097656,2.0,142.0,71.0,udp,CON,71.0,1.9293478260869565,40.0,71.0,55.5,31.0,0.02717391304347826,20.977821350097656,5.244455337524414,4.195564270019531,37.76007843017578,0.25,0.09533878502548548,6.769053736809469,71.0,0.0,0.0,0.0,0.0,3.492957746478873
1-Neris-20110810.binetflow_1046483,0.024257000535726547,2.0,357.0,73.0,udp,CON,178.5,4.850543478260869,40.0,178.5,109.25,138.5,0.02717391304347826,0.024257000535726547,0.006064250133931637,0.00485140010714531,0.04366260096430779,0.25,82.45042486000406,14717.400837510726,178.5,0.0,0.0,0.0,0.0,6.207282913165266
1-Neris-20110810.binetflow_1601303,0.06084800139069557,2.0,256.0,72.0,udp,CON,128.0,3.4782608695652173,40.0,128.0,84.0,88.0,0.02717391304347826,0.06084800139069557,0.015212000347673893,0.012169600278139115,0.10952640250325203,0.25,32.868787047881995,4207.204742128895,128.0,0.0,0.0,0.0,0.0,5.5
1-Neris-20110810.binetflow_963637,0.02915400080382824,2.0,222.0,77.0,udp,CON,111.0,3.016304347826087,40.0,111.0,75.5,71.0,0.02717391304347826,0.02915400080382824,0.00728850020095706,0.005830800160765648,0.05247720144689083,0.25,68.60121921027655,7614.735332340698,111.0,0.0,0.0,0.0,0.0,5.117117117117117
1-Neris-20110810.binetflow_1042792,0.10659399628639221,2.0,605.0,69.0,udp,CON,302.5,8.220108695652174,40.0,302.5,171.25,262.5,0.02717391304347826,0.10659399628639221,0.026648499071598053,0.021318799257278444,0.19186919331550598,0.25,18.76278279900948,5675.741796700368,302.5,0.0,0.0,0.0,0.0,6.9421487603305785
1-Neris-20110810.binetflow_710196,9.012372016906738,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.506186008453369,1.1265465021133423,0.9012372016906739,8.111134815216065,0.25,0.33287573952475075,20.638295850534547,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_900888,0.025080999359488487,2.0,253.0,71.0,udp,CON,126.5,3.4375,40.0,126.5,83.25,86.5,0.02717391304347826,0.025080999359488487,0.006270249839872122,0.005016199871897698,0.045145798847079276,0.25,79.7416391322291,10087.31735022698,126.5,0.0,0.0,0.0,0.0,5.470355731225297
1-Neris-20110810.binetflow_800405,0.0007929999846965075,2.0,150.0,75.0,udp,CON,75.0,2.0380434782608696,40.0,75.0,57.5,35.0,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,150000.0,75.0,0.0,0.0,0.0,0.0,3.7333333333333334
1-Neris-20110810.binetflow_1019563,0.0007689999765716493,2.0,205.0,77.0,udp,CON,102.5,2.785326086956522,40.0,102.5,71.25,62.5,0.027173913043478264,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,205000.0,102.5,0.0,0.0,0.0,0.0,4.878048780487805
1-Neris-20110810.binetflow_1019698,0.07336600124835968,2.0,351.0,70.0,udp,CON,175.5,4.769021739130435,40.0,175.5,107.75,135.5,0.02717391304347826,0.07336600124835968,0.01834150031208992,0.014673200249671937,0.13205880224704744,0.25,27.260583457854956,4784.232396853545,175.5,0.0,0.0,0.0,0.0,6.176638176638177
1-Neris-20110810.binetflow_981568,0.06529399752616882,2.0,207.0,75.0,udp,CON,103.5,2.8125,40.0,103.5,71.75,63.5,0.02717391304347826,0.06529399752616882,0.016323499381542206,0.013058799505233766,0.11752919554710388,0.25,30.630686981577917,3170.276102593314,103.5,0.0,0.0,0.0,0.0,4.908212560386473
1-Neris-20110810.binetflow_935705,0.10334499925374985,2.0,208.0,73.0,udp,CON,104.0,2.8260869565217392,40.0,104.0,72.0,64.0,0.027173913043478264,0.10334499925374985,0.025836249813437462,0.02066899985074997,0.18602099865674973,0.25,19.352653872387837,2012.6760027283349,104.0,0.0,0.0,0.0,0.0,4.923076923076923
1-Neris-20110810.binetflow_541605,0.1840369999408722,2.0,540.0,87.0,udp,CON,270.0,7.336956521739131,40.0,270.0,155.0,230.0,0.027173913043478264,0.1840369999408722,0.04600924998521805,0.03680739998817444,0.33126659989356994,0.25,10.867379932527504,2934.1925817824263,270.0,0.0,0.0,0.0,0.0,6.814814814814815
1-Neris-20110810.binetflow_1532643,0.10067299753427505,2.0,607.0,70.0,udp,CON,303.5,8.247282608695652,40.0,303.5,171.75,263.5,0.02717391304347826,0.10067299753427505,0.025168249383568764,0.020134599506855012,0.1812113955616951,0.25,19.866300288903997,6029.422137682363,303.5,0.0,0.0,0.0,0.0,6.9456342668863265
1-Neris-20110810.binetflow_945802,0.05042999982833862,2.0,197.0,76.0,udp,CON,98.5,2.676630434782609,40.0,98.5,69.25,58.5,0.027173913043478264,0.05042999982833862,0.012607499957084656,0.010085999965667725,0.09077399969100952,0.25,39.65893330969477,3906.4049310049345,98.5,0.0,0.0,0.0,0.0,4.751269035532995
1-Neris-20110810.binetflow_1050369,0.025210000574588776,2.0,271.0,71.0,udp,CON,135.5,3.682065217391304,40.0,135.5,87.75,95.5,0.02717391304347826,0.025210000574588776,0.006302500143647194,0.0050420001149177555,0.0453780010342598,0.25,79.33359597048022,10749.702254000069,135.5,0.0,0.0,0.0,0.0,5.638376383763838
1-Neris-20110810.binetflow_1046430,0.024396000429987907,2.0,357.0,73.0,udp,CON,178.5,4.850543478260869,40.0,178.5,109.25,138.5,0.02717391304347826,0.024396000429987907,0.006099000107496977,0.004879200085997582,0.04391280077397824,0.25,81.98065112105719,14633.54622510871,178.5,0.0,0.0,0.0,0.0,6.207282913165266
1-Neris-20110810.binetflow_1548976,0.00023999999393709004,2.0,199.0,72.0,udp,CON,99.5,2.703804347826087,40.0,99.5,69.75,59.5,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,199000.0,99.5,0.0,0.0,0.0,0.0,4.78391959798995
1-Neris-20110810.binetflow_900268,0.0006580000044777989,2.0,536.0,71.0,udp,CON,268.0,7.282608695652174,40.0,268.0,154.0,228.0,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,536000.0,268.0,0.0,0.0,0.0,0.0,6.8059701492537314
1-Neris-20110810.binetflow_1503419,8.913104057312012,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.456552028656006,1.1141380071640015,0.8913104057312012,8.021793651580811,0.25,0.3365830782081917,20.868150848907888,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_974371,0.14670200645923615,2.0,254.0,76.0,udp,CON,127.0,3.4510869565217392,40.0,127.0,83.5,87.0,0.02717391304347826,0.14670200645923615,0.036675501614809036,0.02934040129184723,0.26406361162662506,0.25,13.633078703362772,1731.400995327072,127.0,0.0,0.0,0.0,0.0,5.480314960629921
1-Neris-20110810.binetflow_816454,9.012078285217285,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.506039142608643,1.1265097856521606,0.9012078285217285,8.110870456695556,0.25,0.3328865889814747,20.638968516851435,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_975931,0.0003319999959785491,2.0,150.0,75.0,udp,CON,75.0,2.0380434782608696,40.0,75.0,57.5,35.0,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,150000.0,75.0,0.0,0.0,0.0,0.0,3.7333333333333334
1-Neris-20110810.binetflow_1578026,0.03870199993252754,2.0,195.0,74.0,udp,CON,97.5,2.6494565217391304,40.0,97.5,68.75,57.5,0.02717391304347826,0.03870199993252754,0.009675499983131886,0.007740399986505509,0.06966359987854957,0.25,51.67691601175052,5038.499311145675,97.5,0.0,0.0,0.0,0.0,4.717948717948718
1-Neris-20110810.binetflow_1598859,0.17484599351882935,2.0,605.0,69.0,udp,CON,302.5,8.220108695652174,40.0,302.5,171.25,262.5,0.02717391304347826,0.17484599351882935,0.043711498379707336,0.03496919870376587,0.31472278833389283,0.25,11.43863785351546,3460.1879506884266,302.5,0.0,0.0,0.0,0.0,6.9421487603305785
1-Neris-20110810.binetflow_973940,0.11722300201654434,2.0,253.0,72.0,udp,CON,126.5,3.4375,40.0,126.5,83.25,86.5,0.02717391304347826,0.11722300201654434,0.029305750504136086,0.02344460040330887,0.21100140362977982,0.25,17.06149787665162,2158.27948139643,126.5,0.0,0.0,0.0,0.0,5.470355731225297
1-Neris-20110810.binetflow_1054095,0.07024099677801132,1.0,74.0,74.0,udp,INT,74.0,2.010869565217391,74.0,74.0,74.0,0.0,0.02717391304347826,0.07024099677801132,0.0,0.014048199355602265,0.1264337942004204,0.0,14.23670001666386,1053.5158012331258,74.0,0.0,0.0,0.0,0.0,3.675675675675676
1-Neris-20110810.binetflow_1353012,8.912650108337402,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.456325054168701,1.1140812635421753,0.8912650108337403,8.021385097503662,0.25,0.336600221430619,20.869213728698377,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_990470,0.14001500606536865,2.0,292.0,78.0,udp,CON,146.0,3.967391304347826,40.0,146.0,93.0,106.0,0.02717391304347826,0.14001500606536865,0.03500375151634216,0.028003001213073732,0.2520270109176636,0.25,14.284183218663449,2085.490749924864,146.0,0.0,0.0,0.0,0.0,5.808219178082192
1-Neris-20110810.binetflow_1055851,0.04228200018405914,2.0,138.0,69.0,udp,CON,69.0,1.875,40.0,69.0,54.5,29.0,0.02717391304347826,0.04228200018405914,0.010570500046014786,0.008456400036811829,0.07610760033130647,0.25,47.30145194867166,3263.8001844583446,69.0,0.0,0.0,0.0,0.0,3.36231884057971
1-Neris-20110810.binetflow_939500,0.00032699998700991273,2.0,152.0,76.0,udp,CON,76.0,2.0652173913043477,40.0,76.0,58.0,36.0,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,152000.0,76.0,0.0,0.0,0.0,0.0,3.789473684210526
1-Neris-20110810.binetflow_702664,8.912707328796387,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.456353664398193,1.1140884160995483,0.8912707328796388,8.021436595916748,0.25,0.3365980604240411,20.86907974629055,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_921592,0.0009120000177063048,2.0,214.0,69.0,udp,CON,107.0,2.907608695652174,40.0,107.0,73.5,67.0,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,214000.0,107.0,0.0,0.0,0.0,0.0,5.009345794392523
1-Neris-20110810.binetflow_1547401,0.14946000277996063,2.0,286.0,81.0,udp,CON,143.0,3.885869565217391,40.0,143.0,91.5,103.0,0.02717391304347826,0.14946000277996063,0.03736500069499016,0.02989200055599213,0.26902800500392915,0.25,13.381506508764478,1913.5554307533203,143.0,0.0,0.0,0.0,0.0,5.7622377622377625
1-Neris-20110810.binetflow_779175,0.15444299578666687,2.0,166.0,75.0,udp,CON,83.0,2.255434782608696,40.0,83.0,61.5,43.0,0.027173913043478264,0.15444299578666687,0.03861074894666672,0.030888599157333375,0.27799739241600036,0.25,12.949761753926435,1074.830225575894,83.0,0.0,0.0,0.0,0.0,4.144578313253012
1-Neris-20110810.binetflow_1585424,0.06140799820423126,2.0,193.0,76.0,udp,CON,96.5,2.6222826086956523,40.0,96.5,68.25,56.5,0.027173913043478264,0.06140799820423126,0.015351999551057816,0.012281599640846253,0.11053439676761627,0.25,32.569047330746436,3142.913067417031,96.5,0.0,0.0,0.0,0.0,4.683937823834197
1-Neris-20110810.binetflow_769309,0.1728930026292801,2.0,208.0,80.0,udp,CON,104.0,2.8260869565217392,40.0,104.0,72.0,64.0,0.027173913043478264,0.1728930026292801,0.04322325065732002,0.03457860052585602,0.3112074047327042,0.25,11.567848146454091,1203.0562072312255,104.0,0.0,0.0,0.0,0.0,4.923076923076923
1-Neris-20110810.binetflow_778639,0.05560800060629845,2.0,364.0,69.0,udp,CON,182.0,4.945652173913044,40.0,182.0,111.0,142.0,0.027173913043478264,0.05560800060629845,0.013902000151574612,0.01112160012125969,0.1000944010913372,0.25,35.96604765849952,6545.8206738469125,182.0,0.0,0.0,0.0,0.0,6.241758241758242
1-Neris-20110810.binetflow_1019584,0.070421002805233,2.0,146.0,73.0,udp,CON,73.0,1.983695652173913,40.0,73.0,56.5,33.0,0.02717391304347826,0.070421002805233,0.01760525070130825,0.014084200561046601,0.12675780504941941,0.25,28.400618002153465,2073.245114157203,73.0,0.0,0.0,0.0,0.0,3.6164383561643834
1-Neris-20110810.binetflow_1532020,0.1630599945783615,2.0,239.0,73.0,udp,CON,119.5,3.2472826086956523,40.0,119.5,79.75,79.5,0.027173913043478264,0.1630599945783615,0.04076499864459038,0.032611998915672305,0.29350799024105073,0.25,12.26542417820861,1465.7181892959288,119.5,0.0,0.0,0.0,0.0,5.322175732217573
1-Neris-20110810.binetflow_974179,0.0006949999951757491,2.0,195.0,74.0,udp,CON,97.5,2.6494565217391304,40.0,97.5,68.75,57.5,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,195000.0,97.5,0.0,0.0,0.0,0.0,4.717948717948718
1-Neris-20110810.binetflow_1079502,0.09742099791765213,2.0,398.0,74.0,udp,CON,199.0,5.407608695652174,40.0,199.0,119.5,159.0,0.02717391304347826,0.09742099791765213,0.024355249479413033,0.019484199583530426,0.17535779625177383,0.25,20.529455073849242,4085.3615596959994,199.0,0.0,0.0,0.0,0.0,6.391959798994975
1-Neris-20110810.binetflow_1028714,0.027752000838518143,2.0,248.0,68.0,udp,CON,124.0,3.369565217391304,40.0,124.0,82.0,84.0,0.02717391304347826,0.027752000838518143,0.006938000209629536,0.005550400167703629,0.04995360150933266,0.25,72.06687588536383,8936.292609785116,124.0,0.0,0.0,0.0,0.0,5.419354838709677
1-Neris-20110810.binetflow_1015519,0.15121600031852722,2.0,265.0,75.0,udp,CON,132.5,3.6005434782608696,40.0,132.5,86.25,92.5,0.02717391304347826,0.15121600031852722,0.037804000079631805,0.030243200063705445,0.272188800573349,0.25,13.226113610908389,1752.4600534453614,132.5,0.0,0.0,0.0,0.0,5.584905660377358
1-Neris-20110810.binetflow_802345,9.020211219787598,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.510105609893799,1.1275264024734497,0.9020211219787598,8.118190097808839,0.25,0.3325864469136724,20.62035970864769,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_829717,9.01251220703125,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.506256103515625,1.1265640258789062,0.901251220703125,8.111260986328125,0.25,0.332870561624261,20.63797482070418,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_1544221,0.0005210000090301037,2.0,479.0,82.0,udp,CON,239.5,6.508152173913044,40.0,239.5,139.75,199.5,0.027173913043478264,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,479000.0,239.5,0.0,0.0,0.0,0.0,6.663883089770355
1-Neris-20110810.binetflow_1005623,0.05599899962544441,2.0,195.0,72.0,udp,CON,97.5,2.6494565217391304,40.0,97.5,68.75,57.5,0.02717391304347826,0.05599899962544441,0.013999749906361103,0.011199799925088884,0.10079819932579995,0.25,35.714923719659716,3482.205062666822,97.5,0.0,0.0,0.0,0.0,4.717948717948718
1-Neris-20110810.binetflow_1066533,0.060756999999284744,2.0,544.0,76.0,udp,CON,272.0,7.391304347826087,40.0,272.0,156.0,232.0,0.02717391304347826,0.060756999999284744,0.015189249999821186,0.01215139999985695,0.10936259999871255,0.25,32.91801767736302,8953.70080824274,272.0,0.0,0.0,0.0,0.0,6.823529411764706
1-Neris-20110810.binetflow_913656,0.10336600244045258,2.0,216.0,72.0,udp,CON,108.0,2.9347826086956523,40.0,108.0,74.0,68.0,0.027173913043478264,0.10336600244045258,0.025841500610113144,0.020673200488090515,0.18605880439281464,0.25,19.348721560090965,2089.6619284898243,108.0,0.0,0.0,0.0,0.0,5.037037037037037
1-Neris-20110810.binetflow_1085549,1.0959399938583374,6.0,366.0,186.0,tcp,S_RA,61.0,1.6712328767123288,40.0,61.0,50.5,21.0,0.027397260273972605,0.21918799877166747,0.05479699969291687,0.043837599754333496,0.39453839778900146,0.25,5.4747522981404835,333.9598901865695,61.0,1.0,0.0,1.0,2.0,2.7540983606557377
1-Neris-20110810.binetflow_1037048,0.10706300288438797,2.0,357.0,73.0,udp,CON,178.5,4.850543478260869,40.0,178.5,109.25,138.5,0.02717391304347826,0.10706300288438797,0.026765750721096992,0.021412600576877595,0.19271340519189836,0.25,18.68058942975568,3334.4852132113892,178.5,0.0,0.0,0.0,0.0,6.207282913165266
1-Neris-20110810.binetflow_1046033,0.10326500236988068,2.0,219.0,71.0,udp,CON,109.5,2.9755434782608696,40.0,109.5,74.75,69.5,0.02717391304347826,0.10326500236988068,0.02581625059247017,0.020653000473976137,0.1858770042657852,0.25,19.367645902299813,2120.7572263018296,109.5,0.0,0.0,0.0,0.0,5.077625570776256
1-Neris-20110810.binetflow_982743,0.10144899785518646,2.0,152.0,76.0,udp,CON,76.0,2.0652173913043477,40.0,76.0,58.0,36.0,0.02717391304347826,0.10144899785518646,0.025362249463796616,0.020289799571037295,0.18260819613933563,0.25,19.714339641431483,1498.2898127487927,76.0,0.0,0.0,0.0,0.0,3.789473684210526
1-Neris-20110810.binetflow_935838,0.13453899323940277,2.0,348.0,69.0,udp,CON,174.0,4.728260869565218,40.0,174.0,107.0,134.0,0.027173913043478264,0.13453899323940277,0.03363474830985069,0.026907798647880555,0.242170187830925,0.25,14.865578757833719,2586.610703863067,174.0,0.0,0.0,0.0,0.0,6.160919540229885
1-Neris-20110810.binetflow_1598773,0.24467399716377258,2.0,245.0,67.0,udp,CON,122.5,3.328804347826087,40.0,122.5,81.25,82.5,0.02717391304347826,0.24467399716377258,0.061168499290943146,0.04893479943275452,0.44041319489479064,0.25,8.174142014205538,1001.3323967401783,122.5,0.0,0.0,0.0,0.0,5.387755102040816
1-Neris-20110810.binetflow_1547295,0.07087499648332596,2.0,278.0,69.0,udp,CON,139.0,3.777173913043478,40.0,139.0,89.5,99.0,0.02717391304347826,0.07087499648332596,0.01771874912083149,0.014174999296665193,0.12757499366998673,0.25,28.218696285516145,3922.398783686744,139.0,0.0,0.0,0.0,0.0,5.697841726618705
1-Neris-20110810.binetflow_910174,0.02777799963951111,2.0,234.0,72.0,udp,CON,117.0,3.1793478260869565,40.0,117.0,78.5,77.0,0.02717391304347826,0.02777799963951111,0.006944499909877777,0.005555599927902222,0.050000399351119995,0.25,71.99942493898023,8423.932717860687,117.0,0.0,0.0,0.0,0.0,5.264957264957265
1-Neris-20110810.binetflow_795067,8.913288116455078,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.456644058227539,1.1141610145568848,0.8913288116455078,8.02195930480957,0.25,0.33657612777731416,20.867719922193476,62.0,1.0,0.0,0.0,1.0,2.838709677419355
1-Neris-20110810.binetflow_1005813,0.06533099710941315,2.0,189.0,71.0,udp,CON,94.5,2.567934782608696,40.0,94.5,67.25,54.5,0.027173913043478264,0.06533099710941315,0.016332749277353287,0.01306619942188263,0.11759579479694367,0.25,30.613339585962514,2892.9605908734575,94.5,0.0,0.0,0.0,0.0,4.613756613756614
1-Neris-20110810.binetflow_1043045,0.04973499849438667,2.0,607.0,70.0,udp,CON,303.5,8.247282608695652,40.0,303.5,171.75,263.5,0.02717391304347826,0.04973499849438667,0.012433749623596668,0.009946999698877336,0.08952299728989602,0.25,40.21313080417062,12204.685199065783,303.5,0.0,0.0,0.0,0.0,6.9456342668863265
1-Neris-20110810.binetflow_1515883,0.054106999188661575,2.0,349.0,69.0,udp,CON,174.5,4.741847826086956,40.0,174.5,107.25,134.5,0.02717391304347826,0.054106999188661575,0.013526749797165394,0.010821399837732316,0.09739259853959084,0.25,36.96379451808725,6450.182143406225,174.5,0.0,0.0,0.0,0.0,6.166189111747851
1-Neris-20110810.binetflow_1060673,0.06670700013637543,1.0,75.0,75.0,udp,INT,75.0,2.0380434782608696,75.0,75.0,75.0,0.0,0.02717391304347826,0.06670700013637543,0.0,0.013341400027275086,0.12007260024547577,0.0,14.990930456407956,1124.3197842305967,75.0,0.0,0.0,0.0,0.0,3.7333333333333334
1-Neris-20110810.binetflow_913546,0.0008270000107586384,2.0,253.0,71.0,udp,CON,126.5,3.4375,40.0,126.5,83.25,86.5,0.02717391304347826,0.001,0.00025,0.0002,0.0018000000000000002,0.25,2000.0,253000.0,126.5,0.0,0.0,0.0,0.0,5.470355731225297
1-Neris-20110810.binetflow_1349294,8.860994338989258,3.0,186.0,186.0,tcp,S_,62.0,1.6986301369863013,40.0,62.0,51.0,22.0,0.0273972602739726,4.430497169494629,1.1076242923736572,0.8860994338989259,7.974894905090332,0.25,0.33856245532171275,20.990872229946188,62.0,1.0,0.0,0.0,1.0,2.838709677419355
